Latitude,Longitude,Depth,Magnitude,Max. int,Region,day,date,pm1,pm10,pm25,temperature,estacion_ID,CO,NO2,O3,SO2,Humidity,Illuminance
28.5728,-17.8345,10,3.6,IV,Villa de Mazo,344,2021-12-10,NA,NA,NA,17.787998004542853,9.887131185929125,263.3263734417027,33.73963360800333,38.86978036224176,96.35094106965708,73.64246422941666,185.18446449735652
28.5814,-17.84,37.4,3.6,NA,Villa de Mazo,342,2021-12-08,NA,NA,NA,17.54172983825671,9.912159350946537,261.0416719761026,33.290624584319744,39.167011081220096,185.7300690243343,75.98536173409612,154.05521148452777
28.5729,-17.8458,12.4,3.6,III,Villa de Mazo,341,2021-12-07,NA,NA,NA,17.573430750788905,9.898731566463855,273.9281902173249,36.32313237351758,36.903851647277506,119.59993626152418,75.36063073090646,97.99308310007734
28.5657,-17.8286,11.3,4.2,IV-V,Villa de Mazo,336,2021-12-02,NA,NA,NA,17.671038979839462,9.880890730191611,258.51296624528226,34.77092642211807,42.47489737825479,9.219730443386847,72.60865147587778,204.2750420784982
28.5703,-17.8379,9.6,3.6,Sentido,Villa de Mazo,335,2021-12-01,NA,NA,NA,16.94836219549149,9.726156365124847,272.79250881776505,34.98635983341325,38.32915028410034,9.196684173791006,76.44254399409976,255.39148543852403
28.5676,-17.8349,10.9,3.8,IV,Villa de Mazo,335,2021-12-01,NA,NA,NA,16.94836219549149,9.726156365124847,272.79250881776505,34.98635983341325,38.32915028410034,9.196684173791006,76.44254399409976,255.39148543852403
28.5651,-17.8339,12,3.8,III-IV,Villa de Mazo,335,2021-12-01,NA,NA,NA,16.94836219549149,9.726156365124847,272.79250881776505,34.98635983341325,38.32915028410034,9.196684173791006,76.44254399409976,255.39148543852403
28.5668,-17.8339,10.6,3.8,III,Villa de Mazo,334,2021-11-30,NA,NA,NA,NA,9.828506761070164,266.9848109229644,32.851536706482506,39.381700411705644,4.299372680140444,75.00458923286519,332.9473075076954
28.568,-17.8324,36.9,4.8,IV,Villa de Mazo,334,2021-11-30,NA,NA,NA,NA,9.828506761070164,266.9848109229644,32.851536706482506,39.381700411705644,4.299372680140444,75.00458923286519,332.9473075076954
28.5651,-17.8238,11.4,3.7,IV,Villa de Mazo,333,2021-11-29,NA,NA,NA,16.612258534327438,10.04297224709042,272.66517006859334,33.12555280025179,41.27980299020815,36.151026970736346,76.8141156676757,304.9468933649004
28.5639,-17.8195,34.8,5,IV-V,Villa de Mazo,333,2021-11-29,NA,NA,NA,16.612258534327438,10.04297224709042,272.66517006859334,33.12555280025179,41.27980299020815,36.151026970736346,76.8141156676757,304.9468933649004
28.5734,-17.8133,34.2,3.6,NA,Villa de Mazo,332,2021-11-28,NA,NA,NA,16.795962513511405,10.045614230747784,262.0248853183851,32.80053582813807,41.40721455072771,119.51137646870573,73.79619379811521,289.86401974359006
28.5747,-17.8088,32.6,4.3,III-IV,Villa de Mazo,332,2021-11-28,NA,NA,NA,16.795962513511405,10.045614230747784,262.0248853183851,32.80053582813807,41.40721455072771,119.51137646870573,73.79619379811521,289.86401974359006
28.5812,-17.8347,34.1,3.7,III,Villa de Mazo,332,2021-11-28,NA,NA,NA,16.795962513511405,10.045614230747784,262.0248853183851,32.80053582813807,41.40721455072771,119.51137646870573,73.79619379811521,289.86401974359006
28.5879,-17.8184,36.1,3.6,NA,Villa de Mazo,331,2021-11-27,NA,NA,NA,16.26185585419076,10.115104025938935,259.7662048143259,33.200430107106186,41.73239549327209,26.16036856468522,71.0363364976709,293.55203267472575
28.57,-17.8169,35,4.8,IV-V,Villa de Mazo,329,2021-11-25,NA,NA,NA,17.433266891043438,10.283425386873663,271.90588742102307,35.58550330508534,38.76859624073742,13.485987416106882,88.5925949647012,54.78520183724934
28.5733,-17.8243,35.3,3.8,NA,Villa de Mazo,328,2021-11-24,NA,NA,NA,19.487326721718247,9.961847060749959,308.60449418065065,33.60982479406692,30.754406883166858,77.51885349669777,76.32983915564107,233.77796696013317
28.5805,-17.8238,35,3.7,III,Villa de Mazo,327,2021-11-23,NA,NA,NA,18.399455408538756,9.943308700577163,281.61025433310317,34.3005825268569,31.824368552500136,59.06420613687901,76.69295582506068,164.06534185295322
28.5842,-17.8177,36.4,3.7,NA,Villa de Mazo,327,2021-11-23,NA,NA,NA,18.399455408538756,9.943308700577163,281.61025433310317,34.3005825268569,31.824368552500136,59.06420613687901,76.69295582506068,164.06534185295322
28.6093,-17.8193,38,4.7,Sentido,Villa de Mazo,327,2021-11-23,NA,NA,NA,18.399455408538756,9.943308700577163,281.61025433310317,34.3005825268569,31.824368552500136,59.06420613687901,76.69295582506068,164.06534185295322
28.5904,-17.8358,38.9,4.8,IV,Villa de Mazo,327,2021-11-23,NA,NA,NA,18.399455408538756,9.943308700577163,281.61025433310317,34.3005825268569,31.824368552500136,59.06420613687901,76.69295582506068,164.06534185295322
28.5725,-17.8214,34.4,4.4,IV,Villa de Mazo,327,2021-11-23,NA,NA,NA,18.399455408538756,9.943308700577163,281.61025433310317,34.3005825268569,31.824368552500136,59.06420613687901,76.69295582506068,164.06534185295322
28.5699,-17.8359,38.3,4.3,IV,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5574,-17.8199,35.8,3.9,III,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5618,-17.8089,35.7,3.6,Sentido,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5596,-17.8243,36.4,4.8,IV,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5675,-17.8153,35.9,3.8,III,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5628,-17.7949,33.2,3.6,II,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5674,-17.8164,34.2,4.3,IV,Villa de Mazo,326,2021-11-22,NA,NA,NA,19.20031688838889,10.339304016789496,283.27638778726146,34.71755422874713,32.71056265684025,31.181892000927327,75.5659174937381,143.22205549410901
28.5915,-17.8049,38.3,4,III-IV,Villa de Mazo,325,2021-11-21,NA,NA,NA,18.62278841575507,10.277227722772277,265.44928374343937,35.31721903538883,37.39465916887436,33.788783146938385,75.00852198469673,142.37139332531962
28.5623,-17.8248,34.8,4.2,III,Villa de Mazo,324,2021-11-20,NA,NA,NA,17.58827147704565,10.275959421954253,269.232616875701,36.97808015502441,42.50858738209398,10.542625051028807,67.13728443274476,431.71504326132646
28.5857,-17.8228,36.5,4.6,IV-V,Villa de Mazo,324,2021-11-20,NA,NA,NA,17.58827147704565,10.275959421954253,269.232616875701,36.97808015502441,42.50858738209398,10.542625051028807,67.13728443274476,431.71504326132646
28.5624,-17.8145,33.2,3.6,NA,Villa de Mazo,324,2021-11-20,NA,NA,NA,17.58827147704565,10.275959421954253,269.232616875701,36.97808015502441,42.50858738209398,10.542625051028807,67.13728443274476,431.71504326132646
28.5705,-17.8333,10.2,3.6,NA,Villa de Mazo,324,2021-11-20,NA,NA,NA,17.58827147704565,10.275959421954253,269.232616875701,36.97808015502441,42.50858738209398,10.542625051028807,67.13728443274476,431.71504326132646
28.5608,-17.8263,36.6,4.6,IV,Villa de Mazo,324,2021-11-20,NA,NA,NA,17.58827147704565,10.275959421954253,269.232616875701,36.97808015502441,42.50858738209398,10.542625051028807,67.13728443274476,431.71504326132646
28.6158,-17.7912,32.1,4.3,IV,Villa de Mazo,323,2021-11-19,NA,NA,NA,17.5232196491602,10.225714566349081,283.42890785461645,35.92077790463609,41.01782870059915,3.35836568011492,68.22940094702878,495.7801268262646
28.5815,-17.8289,39.6,3.6,NA,Villa de Mazo,323,2021-11-19,NA,NA,NA,17.5232196491602,10.225714566349081,283.42890785461645,35.92077790463609,41.01782870059915,3.35836568011492,68.22940094702878,495.7801268262646
28.573,-17.8234,36,5.1,IV,Villa de Mazo,323,2021-11-19,NA,NA,NA,17.5232196491602,10.225714566349081,283.42890785461645,35.92077790463609,41.01782870059915,3.35836568011492,68.22940094702878,495.7801268262646
28.5646,-17.7842,31.2,3.9,IV,Villa de Mazo,322,2021-11-18,NA,NA,NA,17.452582279657722,10.239595488136912,268.49520117115907,35.96661705455562,39.44733607502431,7.893496101132828,70.34998107818456,308.60278088991635
28.6008,-17.8179,40.4,3.7,NA,Villa de Mazo,322,2021-11-18,NA,NA,NA,17.452582279657722,10.239595488136912,268.49520117115907,35.96661705455562,39.44733607502431,7.893496101132828,70.34998107818456,308.60278088991635
28.5658,-17.8284,11.3,3.6,IV-V,Villa de Mazo,322,2021-11-18,NA,NA,NA,17.452582279657722,10.239595488136912,268.49520117115907,35.96661705455562,39.44733607502431,7.893496101132828,70.34998107818456,308.60278088991635
28.5775,-17.8194,40.6,4.3,III-IV,Villa de Mazo,321,2021-11-17,NA,NA,NA,17.874868787912785,10.252085264133457,276.20185735088535,34.07575526750402,38.811227670420955,84.39330378236184,69.42171392291108,150.6937620006341
28.5879,-17.8175,38.9,4.6,IV-V,Villa de Mazo,321,2021-11-17,NA,NA,NA,17.874868787912785,10.252085264133457,276.20185735088535,34.07575526750402,38.811227670420955,84.39330378236184,69.42171392291108,150.6937620006341
28.5954,-17.8322,35.4,4.8,Sentido,Villa de Mazo,321,2021-11-17,NA,NA,NA,17.874868787912785,10.252085264133457,276.20185735088535,34.07575526750402,38.811227670420955,84.39330378236184,69.42171392291108,150.6937620006341
28.5854,-17.8065,36.5,4.7,Sentido,Villa de Mazo,321,2021-11-17,NA,NA,NA,17.874868787912785,10.252085264133457,276.20185735088535,34.07575526750402,38.811227670420955,84.39330378236184,69.42171392291108,150.6937620006341
28.5658,-17.8255,35.4,4.7,III-IV,Villa de Mazo,321,2021-11-17,NA,NA,NA,17.874868787912785,10.252085264133457,276.20185735088535,34.07575526750402,38.811227670420955,84.39330378236184,69.42171392291108,150.6937620006341
28.5997,-17.8089,38.6,3.7,Sentido,Villa de Mazo,320,2021-11-16,NA,NA,NA,17.167426705170428,10.270139222275564,296.1850702600576,35.97658413493039,35.80224048795007,42.30030804110898,76.85599791323571,95.23389339155065
28.5757,-17.8103,36,4.2,IV,Villa de Mazo,320,2021-11-16,NA,NA,NA,17.167426705170428,10.270139222275564,296.1850702600576,35.97658413493039,35.80224048795007,42.30030804110898,76.85599791323571,95.23389339155065
28.5822,-17.8244,37.6,3.8,NA,Villa de Mazo,320,2021-11-16,NA,NA,NA,17.167426705170428,10.270139222275564,296.1850702600576,35.97658413493039,35.80224048795007,42.30030804110898,76.85599791323571,95.23389339155065
